session,bash-count,shell-count,exit-count,help-count,passwd-count,chpass-count,usradd-count,sh-count,bslash-count,fslash-count,perl-count,python-count,chmod-count,sudo-count,rm-count,history-count,cat-count,uname-count,wc-count,crontab-count,w-count,ps-count,free-count,lscpu-count,nproc-count,uptime-count,wget-count,tftp-count,scp-count,ping-count,kill-count,reboot-count,r1-count,r2-count,r3-count,rcd1-size,rcd2_size,mlen-count,url_count,prot,src,ssh_client,duration,rcd_size,continet,cntry,regioin-code,city-name,lat,long,region-code,target
1130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,9,0,31,0,0,2,2.0,0.947988033,9,2,13,7,12,-8.95,51.9,7,2
1012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,4,31,0,0,2,2.0,0.870821953,0,2,13,7,12,-8.95,51.9,7,2
5631,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,2,31,0,0,1,1.0,1.729471922,2,2,19,62,51,4.663,51.8656,62,1
2081,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,34,0,1,2,2.0,8546.718409,0,2,21,53,52,30.2642,59.8944,53,2
166,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,7,5,31,0,0,2,2.0,4.771878004,6,2,13,7,12,-8.95,51.9,7,2
9069,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,31,0,0,0,0.0,1.229454994,3,2,13,7,12,-8.95,51.9,7,0
6892,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,7,5,31,0,0,0,0.0,0.911107063,3,2,19,62,51,4.663,51.8656,62,0
8173,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,2,31,0,0,0,0.0,1.296875954,4,2,19,37,41,4.9415,52.3529,37,0
8929,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,31,0,0,1,1.0,0.867427111,0,2,13,7,12,-8.95,51.9,7,1
7735,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,3,5,31,0,0,0,0.0,8.188302994,10,2,21,53,52,30.2642,59.8944,53,0
5617,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,4,31,0,0,0,0.0,2.054922819,1,2,13,7,12,-8.95,51.9,7,0
7347,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,2,9,2,31,0,0,2,2.0,1.30609107,6,2,13,7,12,-8.95,51.9,7,2
6451,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,31,0,0,0,0.0,0.884880066,3,2,13,7,12,-8.95,51.9,7,0
287,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,31,0,0,1,1.0,1.309653044,1,2,19,62,51,4.663,51.8656,62,1
881,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,10,4,31,0,0,1,1.0,0.921028852,3,2,21,53,52,30.2642,59.8944,53,1
6384,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,1,6,1,31,0,0,0,0.0,0.885316133,10,2,13,7,12,-8.95,51.9,7,0
5228,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,9,3,31,0,0,1,1.0,0.987226009,8,2,21,53,52,30.2642,59.8944,53,1
5669,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,31,0,0,0,0.0,0.910969019,0,2,19,62,51,4.663,51.8656,62,0
429,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,31,0,0,2,2.0,0.894902945,0,2,13,7,12,-8.95,51.9,7,2
3672,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,8,4,31,0,0,2,2.0,0.896631002,1,2,19,62,51,4.663,51.8656,62,2
3575,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,9,4,31,0,0,2,2.0,0.895084143,6,2,13,7,12,-8.95,51.9,7,2
2571,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,10,2,31,0,0,0,0.0,0.889953852,3,2,13,7,12,-8.95,51.9,7,0
8981,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,5,31,0,0,1,1.0,0.941440105,8,2,21,53,52,30.2642,59.8944,53,1
1816,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,5,7,5,31,0,0,0,0.0,1.51432395,1,2,21,53,52,30.2642,59.8944,53,0
740,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,2,0,31,0,0,2,2.0,1.319410086,9,2,13,7,12,-8.95,51.9,7,2
8269,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,3,2,31,0,0,0,0.0,0.945188046,9,2,21,53,52,30.2642,59.8944,53,0
4324,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,6,4,34,0,0,0,0.0,8134.7295,7,2,21,53,52,30.2642,59.8944,53,0
8220,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2,4,2,31,0,0,2,2.0,1.400840998,8,2,21,53,52,30.2642,59.8944,53,2
9679,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,2,0,31,0,0,0,0.0,1.241067886,8,2,13,7,12,-8.95,51.9,7,0
9808,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,2,3,31,0,0,2,2.0,1.166465998,4,2,13,7,12,-8.95,51.9,7,2
2220,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,2,6,2,31,0,0,1,1.0,0.881734133,7,2,13,7,12,-8.95,51.9,7,1
6425,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,31,0,0,1,1.0,0.94390893,9,2,13,7,12,-8.95,51.9,7,1
1872,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,9,5,31,0,0,1,1.0,0.852128983,5,2,13,7,12,-8.95,51.9,7,1
7276,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,10,0,31,0,0,2,2.0,1.275198936,6,2,13,7,12,-8.95,51.9,7,2
4697,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,9,4,31,0,0,2,2.0,1.432728052,1,2,19,62,51,4.663,51.8656,62,2
5042,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,1,7,1,31,0,0,1,1.0,0.896780014,9,2,21,53,52,30.2642,59.8944,53,1
929,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,6,4,31,0,0,2,2.0,0.981392145,5,2,21,53,52,30.2642,59.8944,53,2
3252,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,31,0,0,1,1.0,1.429163933,7,2,21,53,52,30.2642,59.8944,53,1
4982,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,4,4,31,0,0,2,2.0,0.98029995,1,2,13,7,12,-8.95,51.9,7,2
5537,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,9,2,31,0,0,2,2.0,0.897991896,1,2,19,62,51,4.663,51.8656,62,2
1146,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,31,0,0,0,0.0,0.91745615,10,2,21,53,52,30.2642,59.8944,53,0
539,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,8,2,31,0,0,2,2.0,0.888682842,2,2,13,7,12,-8.95,51.9,7,2
7308,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,7,0,31,0,0,1,1.0,3.849694014,9,2,13,7,12,-8.95,51.9,7,1
5685,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,6,5,31,0,0,0,0.0,0.906370163,3,2,21,53,52,30.2642,59.8944,53,0
5488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,1,9,1,31,0,0,1,1.0,0.929185867,6,2,13,7,12,-8.95,51.9,7,1
669,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,7,5,31,0,0,1,1.0,0.895424843,4,2,13,7,12,-8.95,51.9,7,1
9425,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,2,3,31,0,0,2,2.0,0.936295033,7,2,13,7,12,-8.95,51.9,7,2
6691,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,31,0,0,2,2.0,7.896481037,0,2,19,62,51,4.663,51.8656,62,2
9332,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,5,2,31,0,0,2,2.0,1.385043144,1,2,13,7,12,-8.95,51.9,7,2
7650,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,8,4,31,0,0,0,0.0,0.855280876,5,2,13,7,12,-8.95,51.9,7,0
2086,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,10,1,31,0,0,1,1.0,1.374030828,2,2,13,7,12,-8.95,51.9,7,1
3638,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,2,9,2,31,0,0,1,1.0,0.885877132,6,2,13,7,12,-8.95,51.9,7,1
178,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,4,5,31,0,0,0,0.0,1.027670145,1,2,13,7,12,-8.95,51.9,7,0
3283,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,5,4,31,0,0,0,0.0,0.984536886,10,2,13,7,12,-8.95,51.9,7,0
8930,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,9,5,31,0,0,1,1.0,0.860553026,0,2,13,7,12,-8.95,51.9,7,1
8156,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,2,9,2,31,0,0,0,0.0,0.923882961,8,2,21,53,52,30.2642,59.8944,53,0
8138,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,9,0,31,0,0,2,2.0,1.402042866,7,2,19,62,51,4.663,51.8656,62,2
4586,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,31,0,0,2,2.0,0.887466192,0,2,13,7,12,-8.95,51.9,7,2
273,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,4,31,0,0,2,2.0,0.909081221,4,2,21,53,52,30.2642,59.8944,53,2
4207,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,31,0,0,2,2.0,1.040336132,3,2,21,53,52,30.2642,59.8944,53,2
6295,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,31,0,0,1,1.0,0.926828146,1,2,13,7,12,-8.95,51.9,7,1
6778,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,2,4,31,0,0,1,1.0,1.342762947,5,2,21,53,52,30.2642,59.8944,53,1
4606,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,5,31,0,0,0,0.0,0.921536922,3,2,13,7,12,-8.95,51.9,7,0
6774,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,7,0,31,0,0,2,2.0,0.914901972,3,2,21,53,52,30.2642,59.8944,53,2
2298,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,7,4,31,0,0,1,1.0,1.677586079,9,2,13,7,12,-8.95,51.9,7,1
8586,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,9,5,31,0,0,2,2.0,0.932784796,7,2,21,53,52,30.2642,59.8944,53,2
8014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,2,2,2,31,0,0,2,2.0,0.907676935,10,2,19,62,51,4.663,51.8656,62,2
8858,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,5,31,0,0,2,2.0,5.871649981,7,2,13,7,12,-8.95,51.9,7,2
1513,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,10,4,31,0,0,0,0.0,0.917434931,3,2,13,7,12,-8.95,51.9,7,0
3970,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,0,31,0,0,1,1.0,1.001857042,1,2,13,7,12,-8.95,51.9,7,1
7362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,6,1,32,0,1,0,0.0,33.07207584,3,5,25,32,32,-71.2231,42.0166,32,0
4266,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,8,0,31,0,0,0,0.0,1.614057064,4,2,13,7,12,-8.95,51.9,7,0
3518,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,3,31,0,0,2,2.0,0.904113054,6,2,21,53,52,30.2642,59.8944,53,2
4718,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,3,10,3,31,0,0,1,1.0,0.913362026,1,2,21,53,52,30.2642,59.8944,53,1
8137,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,31,0,0,1,1.0,0.958142042,3,2,13,7,12,-8.95,51.9,7,1
7482,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,5,31,0,0,2,2.0,0.907510996,5,2,21,53,52,30.2642,59.8944,53,2
9426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,2,4,31,0,0,2,2.0,1.755224943,3,2,13,7,12,-8.95,51.9,7,2
10161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,8,4,31,0,0,0,0.0,1.282823086,9,2,19,62,51,4.663,51.8656,62,0
8754,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,6,3,31,0,0,2,2.0,1.325180054,2,2,13,7,12,-8.95,51.9,7,2
2443,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,31,0,0,2,2.0,1.358345032,3,2,13,7,12,-8.95,51.9,7,2
6763,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,31,0,0,0,0.0,1.042994022,5,2,21,53,52,30.2642,59.8944,53,0
9492,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,2,1,31,0,0,2,2.0,3.40069294,8,2,19,62,51,4.663,51.8656,62,2
5918,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,5,2,5,31,0,0,0,0.0,1.330909014,9,2,21,53,52,30.2642,59.8944,53,0
6972,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,31,0,0,1,1.0,0.859009981,0,2,21,53,52,30.2642,59.8944,53,1
8142,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,3,5,31,0,0,2,2.0,1.325886965,2,2,13,7,12,-8.95,51.9,7,2
9665,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,4,31,0,0,0,0.0,1.190557957,0,2,13,7,12,-8.95,51.9,7,0
7014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,3,10,3,31,0,0,1,1.0,0.925888062,8,2,19,62,51,4.663,51.8656,62,1
9960,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,6,2,31,0,0,1,1.0,0.918519974,2,2,13,7,12,-8.95,51.9,7,1
8565,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,6,0,31,0,0,2,2.0,1.282006025,2,2,21,53,52,30.2642,59.8944,53,2
4135,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,1,9,1,31,0,0,0,0.0,1.430233002,10,2,13,7,12,-8.95,51.9,7,0
6629,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,9,5,31,0,0,0,0.0,0.89135313,4,2,13,7,12,-8.95,51.9,7,0
8459,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,4,10,4,31,0,0,0,0.0,0.947108984,9,2,19,62,51,4.663,51.8656,62,0
416,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,5,5,31,0,0,0,0.0,0.994893074,6,2,21,53,52,30.2642,59.8944,53,0
9697,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,6,3,31,0,0,2,2.0,4.877291918,7,2,13,7,12,-8.95,51.9,7,2
7201,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,31,0,0,0,0.0,0.925541162,1,2,21,53,52,30.2642,59.8944,53,0
774,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,5,8,5,31,0,0,0,0.0,0.875209093,10,2,13,7,12,-8.95,51.9,7,0
5983,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,5,10,5,31,0,0,2,2.0,1.283322096,7,2,13,7,12,-8.95,51.9,7,2
10125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,1,8,1,31,0,0,0,0.0,0.931617975,10,2,21,53,52,30.2642,59.8944,53,0
821,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,31,0,0,1,1.0,0.896578074,9,2,19,62,51,4.663,51.8656,62,1
3270,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,3,31,0,0,2,2.0,0.870079994,3,2,13,7,12,-8.95,51.9,7,2
7687,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,7,1,31,0,0,0,0.0,1.34286499,7,2,21,53,52,30.2642,59.8944,53,0
7835,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,7,5,34,0,1,0,0.0,6262.834398,6,2,13,7,12,-8.95,51.9,7,0
1171,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,6,1,31,0,0,0,0.0,0.937587023,2,2,21,53,52,30.2642,59.8944,53,0
9414,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,10,0,31,0,0,0,0.0,1.428970098,2,2,19,62,51,4.663,51.8656,62,0
1424,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,8,5,31,0,0,2,2.0,1.430047035,3,2,19,62,51,4.663,51.8656,62,2
9015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,7,0,31,0,0,1,1.0,1.349243164,1,2,13,7,12,-8.95,51.9,7,1
2680,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,8,4,31,0,0,0,0.0,0.923382998,9,2,19,62,51,4.663,51.8656,62,0
1273,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,6,4,31,0,0,0,0.0,0.902017117,9,2,13,7,12,-8.95,51.9,7,0
4104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,1,2,31,0,0,2,2.0,0.888310909,8,2,13,7,12,-8.95,51.9,7,2
2248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,4,2,31,0,0,0,0.0,0.938868999,6,2,13,7,12,-8.95,51.9,7,0
8463,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,2,6,2,31,0,0,0,0.0,0.925318956,10,2,13,7,12,-8.95,51.9,7,0
8048,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,3,31,0,0,2,2.0,1.324270964,4,2,21,53,52,30.2642,59.8944,53,2
2544,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,4,0,31,0,0,2,2.0,0.95086813,10,2,21,53,52,30.2642,59.8944,53,2
3928,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,8,0,31,0,0,2,2.0,1.019889116,6,2,13,7,12,-8.95,51.9,7,2
1154,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,1,31,0,0,1,1.0,0.973637104,5,2,21,53,52,30.2642,59.8944,53,1
3911,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,31,0,0,1,1.0,1.232663155,8,2,13,7,12,-8.95,51.9,7,1
