session,bash-count,shell-count,exit-count,help-count,passwd-count,chpass-count,usradd-count,sh-count,bslash-count,fslash-count,perl-count,python-count,chmod-count,sudo-count,rm-count,history-count,cat-count,uname-count,wc-count,crontab-count,w-count,ps-count,free-count,lscpu-count,nproc-count,uptime-count,wget-count,tftp-count,scp-count,ping-count,kill-count,reboot-count,r1-count,r2-count,r3-count,rcd1-size,rcd2_size,mlen-count,url_count,prot,src,ssh_client,duration,rcd_size,continet,cntry,regioin-code,city-name,lat,long,region-code,target
6852,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,1,3,31,0,0,2,2.0,0.93441081,9,2,13,7,12,-8.95,51.9,7,2
8663,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,1,31,0,0,2,2.0,0.872554064,7,2,13,7,12,-8.95,51.9,7,2
99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,4,31,0,1,2,2.0,1.002114058,3,2,19,62,51,4.663,51.8656,62,2
6762,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,31,0,0,0,0.0,0.956976175,6,2,13,7,12,-8.95,51.9,7,0
7546,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,31,0,0,0,0.0,0.896799803,10,2,13,7,12,-8.95,51.9,7,0
1983,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,5,31,0,0,2,2.0,0.904686928,5,2,13,7,12,-8.95,51.9,7,2
4810,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,6,5,31,0,0,0,0.0,1.28290987,3,2,13,7,12,-8.95,51.9,7,0
5381,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,31,0,0,2,2.0,0.893754005,6,2,13,7,12,-8.95,51.9,7,2
7535,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,2,2,31,0,0,2,2.0,1.896171093,7,2,13,7,12,-8.95,51.9,7,2
4773,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,5,31,0,0,0,0.0,1.248173952,4,2,13,7,12,-8.95,51.9,7,0
2763,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,6,2,31,0,0,1,1.0,1.265100002,3,2,13,7,12,-8.95,51.9,7,1
3409,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,1,3,1,31,0,0,0,0.0,0.900986195,10,2,13,7,12,-8.95,51.9,7,0
6974,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,31,0,0,2,2.0,0.993466854,0,2,13,7,12,-8.95,51.9,7,2
3525,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,5,5,31,0,0,2,2.0,0.881397009,8,2,13,7,12,-8.95,51.9,7,2
7788,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,5,2,31,0,0,2,2.0,1.506861925,1,2,21,53,52,30.2642,59.8944,53,2
6930,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,6,2,31,0,0,0,0.0,0.980391026,0,2,13,7,12,-8.95,51.9,7,0
3096,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,10,0,8,0,32,3,0,0,0.0,11.3666811,10,5,25,14,21,-84.1665,34.0408,14,0
9379,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,2,6,2,32,0,1,2,2.0,32.75343919,8,2,21,1,1,85.2072,52.5364,1,2
8070,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,9,1,31,0,0,1,1.0,0.949368,1,2,13,7,12,-8.95,51.9,7,1
2681,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,2,8,2,31,0,0,2,2.0,0.917062998,3,2,21,53,52,30.2642,59.8944,53,2
3678,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,9,5,31,0,0,2,2.0,1.296680927,5,2,13,7,12,-8.95,51.9,7,2
3372,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,4,1,31,0,0,1,1.0,1.277899027,5,2,13,7,12,-8.95,51.9,7,1
5379,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,7,5,31,0,0,2,2.0,0.889068842,2,2,13,7,12,-8.95,51.9,7,2
128,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,5,1,31,0,0,0,0.0,0.905636072,6,2,13,7,12,-8.95,51.9,7,0
6354,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,31,0,0,0,0.0,0.948410034,1,2,13,7,12,-8.95,51.9,7,0
9477,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,31,0,0,1,1.0,0.870986938,9,2,13,7,12,-8.95,51.9,7,1
10117,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,7,0,31,0,0,2,2.0,0.900525808,6,2,13,7,12,-8.95,51.9,7,2
2352,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,4,31,0,0,2,2.0,4.984164953,5,2,13,7,12,-8.95,51.9,7,2
2167,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,5,0,31,0,0,2,2.0,0.880970001,6,2,21,53,52,30.2642,59.8944,53,2
7089,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,2,0,34,0,0,1,1.0,7952.459383,6,2,13,7,12,-8.95,51.9,7,1
8481,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,5,32,0,0,0,0.0,32.84685016,0,1,14,16,22,34.95,32.75,16,0
9894,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,4,3,31,0,0,0,1.0,1.27225399,9,2,13,7,12,-8.95,51.9,7,0
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,2,4,2,31,0,1,2,2.0,0.899604797,9,2,13,7,12,-8.95,51.9,7,2
3327,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,31,0,0,0,0.0,1.30717206,0,2,21,53,52,30.2642,59.8944,53,0
3823,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,7,4,31,0,0,2,2.0,0.912038088,5,2,13,7,12,-8.95,51.9,7,2
2818,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,31,0,0,0,0.0,0.901949167,4,2,21,53,52,30.2642,59.8944,53,0
7292,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,5,31,0,0,1,1.0,1.241733074,7,2,13,7,12,-8.95,51.9,7,1
114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1,5,1,31,0,0,0,0.0,5.152967215,8,2,13,7,12,-8.95,51.9,7,0
3397,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,4,31,0,0,1,1.0,1.782192945,10,2,13,7,12,-8.95,51.9,7,1
9013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,31,0,0,2,2.0,1.827373028,4,2,13,7,12,-8.95,51.9,7,2
622,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,4,2,31,0,0,0,1.0,0.925741911,1,2,13,7,12,-8.95,51.9,7,0
363,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,4,31,0,0,1,1.0,0.925137997,1,2,13,7,12,-8.95,51.9,7,1
7766,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,4,3,31,0,0,2,2.0,0.921192884,7,2,13,7,12,-8.95,51.9,7,2
6015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,2,1,31,0,0,1,1.0,0.997776031,9,2,13,7,12,-8.95,51.9,7,1
7900,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,2,0,31,0,0,2,2.0,0.872761011,10,2,21,53,52,30.2642,59.8944,53,2
9155,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,31,0,0,0,0.0,1.163178205,7,2,13,7,12,-8.95,51.9,7,0
4474,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,3,31,0,0,1,1.0,1.443717957,6,2,13,7,12,-8.95,51.9,7,1
5308,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,10,1,32,0,0,2,2.0,17.67272711,0,2,13,7,12,-8.95,51.9,7,2
3929,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,2,1,31,0,0,1,1.0,1.32733202,7,2,13,7,12,-8.95,51.9,7,1
5659,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,8,0,31,0,0,0,0.0,0.915972948,7,2,13,7,12,-8.95,51.9,7,0
44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,6,1,31,0,0,2,2.0,1.030553102,4,2,13,7,12,-8.95,51.9,7,2
10005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,7,0,31,0,0,0,0.0,1.291721106,5,2,13,7,12,-8.95,51.9,7,0
4315,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,31,0,0,2,2.0,0.901507854,6,2,13,7,12,-8.95,51.9,7,2
4289,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,7,0,31,0,0,1,1.0,0.985920906,3,2,13,7,12,-8.95,51.9,7,1
4692,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,31,0,0,2,2.0,1.20344615,4,2,13,7,12,-8.95,51.9,7,2
1608,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,31,0,0,0,0.0,0.892020941,3,2,13,7,12,-8.95,51.9,7,0
4690,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,4,4,31,0,0,0,1.0,1.206216097,5,2,21,53,52,30.2642,59.8944,53,0
8957,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,31,0,0,0,0.0,1.318594933,5,2,21,53,52,30.2642,59.8944,53,0
9813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,4,31,0,1,1,1.0,1.281938076,0,2,13,7,12,-8.95,51.9,7,1
1503,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,0,31,0,0,2,2.0,0.914642096,3,2,13,7,12,-8.95,51.9,7,2
9264,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,10,1,31,0,0,1,1.0,1.503348112,1,2,13,7,12,-8.95,51.9,7,1
736,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,6,3,31,0,0,1,1.0,1.318557978,3,2,13,7,12,-8.95,51.9,7,1
6855,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,6,4,31,0,0,2,2.0,1.433232069,1,2,21,53,52,30.2642,59.8944,53,2
7715,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,31,0,0,1,1.0,1.617343903,1,2,13,7,12,-8.95,51.9,7,1
2071,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,4,3,31,0,0,0,0.0,1.353184938,1,2,13,7,12,-8.95,51.9,7,0
6789,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,5,2,31,0,0,1,1.0,0.922991991,0,2,13,7,12,-8.95,51.9,7,1
1274,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,10,0,31,0,0,0,0.0,0.903763056,1,2,13,7,12,-8.95,51.9,7,0
749,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,5,31,0,0,1,1.0,0.938267946,0,2,21,53,52,30.2642,59.8944,53,1
279,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,5,31,0,0,0,0.0,1.203357935,5,2,21,53,52,30.2642,59.8944,53,0
8998,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,1,1.0,1.180308104,0,2,13,7,12,-8.95,51.9,7,1
8974,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,31,0,0,2,2.0,0.894780874,5,2,13,7,12,-8.95,51.9,7,2
7024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,31,0,0,1,1.0,1.289064169,0,2,21,53,52,30.2642,59.8944,53,1
9633,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,31,0,0,2,2.0,0.884696007,5,2,13,7,12,-8.95,51.9,7,2
6450,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,9,4,31,0,0,2,2.0,0.918132067,0,2,21,53,52,30.2642,59.8944,53,2
5427,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,7,4,31,0,0,1,1.0,0.922757149,3,2,21,53,52,30.2642,59.8944,53,1
956,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,3,4,31,0,0,2,2.0,0.892328978,10,2,13,7,12,-8.95,51.9,7,2
8809,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,7,2,31,0,0,1,1.0,0.939832211,5,2,13,7,12,-8.95,51.9,7,1
6906,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,31,0,0,0,0.0,1.269850016,7,2,13,7,12,-8.95,51.9,7,0
8602,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,3,31,0,0,1,1.0,0.904128075,6,2,13,7,12,-8.95,51.9,7,1
6233,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,7,1,32,0,0,2,2.0,10.39054489,7,2,21,53,52,30.2642,59.8944,53,2
8826,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,1,31,0,0,0,0.0,1.265890837,3,2,21,53,52,30.2642,59.8944,53,0
9576,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,3,31,0,0,2,2.0,2.790639877,0,2,13,7,12,-8.95,51.9,7,2
10072,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,10,1,31,0,0,0,0.0,0.95222497,6,2,13,7,12,-8.95,51.9,7,0
527,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,1,6,1,31,0,0,0,0.0,1.417907953,7,2,13,7,12,-8.95,51.9,7,0
8753,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,31,0,0,2,2.0,1.346108913,0,2,13,7,12,-8.95,51.9,7,2
9001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,6,5,31,0,0,1,1.0,1.328139067,6,2,13,7,12,-8.95,51.9,7,1
7592,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,2,5,2,31,0,0,0,0.0,0.92830205,9,2,13,7,12,-8.95,51.9,7,0
9163,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,5,31,0,0,0,0.0,0.905282974,3,2,13,7,12,-8.95,51.9,7,0
9438,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,10,5,31,0,0,1,1.0,0.892160892,10,2,13,7,12,-8.95,51.9,7,1
5732,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,2,4,2,31,0,0,0,0.0,1.299675941,7,2,13,7,12,-8.95,51.9,7,0
2542,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,31,0,0,1,1.0,0.905097008,0,2,21,53,52,30.2642,59.8944,53,1
4910,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,4,5,31,0,0,1,1.0,0.959902048,9,2,13,7,12,-8.95,51.9,7,1
4295,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,5,8,5,31,0,0,1,1.0,0.960216999,2,2,13,7,12,-8.95,51.9,7,1
2410,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,31,0,0,1,1.0,0.933665037,3,2,13,7,12,-8.95,51.9,7,1
6069,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,31,0,0,1,1.0,5.04519701,2,2,13,7,12,-8.95,51.9,7,1
3953,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,2,31,0,0,1,1.0,0.97604394,1,2,13,7,12,-8.95,51.9,7,1
6076,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,7,2,31,0,0,0,0.0,0.882136822,7,2,13,7,12,-8.95,51.9,7,0
4800,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,2,7,2,31,0,0,2,2.0,0.889336824,10,2,13,7,12,-8.95,51.9,7,2
6202,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,5,9,5,31,0,0,1,1.0,0.945483208,1,2,13,7,12,-8.95,51.9,7,1
4433,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,0,31,0,0,0,0.0,1.274321079,9,2,13,7,12,-8.95,51.9,7,0
3245,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,0,34,0,0,1,1.0,8531.027435,4,2,21,53,52,30.2642,59.8944,53,1
6916,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,1,4,31,0,0,2,2.0,0.894625902,6,2,13,7,12,-8.95,51.9,7,2
8371,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,9,0,31,0,0,1,1.0,0.928677082,5,2,13,7,12,-8.95,51.9,7,1
4977,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,3,4,31,0,0,0,0.0,0.91305089,8,2,13,7,12,-8.95,51.9,7,0
6646,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,6,4,31,0,0,0,0.0,0.913326979,9,2,13,7,12,-8.95,51.9,7,0
7919,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,6,2,31,0,0,1,1.0,0.891376019,1,2,13,7,12,-8.95,51.9,7,1
2072,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,5,0,31,0,0,1,1.0,0.917241096,2,2,13,7,12,-8.95,51.9,7,1
7300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,8,5,31,0,0,0,0.0,0.924088955,7,2,13,7,12,-8.95,51.9,7,0
400,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,7,4,31,0,0,0,0.0,0.899499893,8,2,13,7,12,-8.95,51.9,7,0
7247,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,6,0,31,0,0,1,1.0,0.953827858,8,2,21,53,52,30.2642,59.8944,53,1
8768,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,5,4,31,0,0,0,0.0,0.909162998,8,2,13,7,12,-8.95,51.9,7,0
5571,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,6,2,31,0,0,1,1.0,3.621361971,1,2,13,7,12,-8.95,51.9,7,1
4293,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,9,0,31,0,0,0,0.0,0.884330988,6,2,13,7,12,-8.95,51.9,7,0
3516,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,0,31,0,0,1,1.0,1.217810869,7,2,13,7,12,-8.95,51.9,7,1
5290,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,10,2,31,0,0,0,0.0,0.915003061,8,2,13,7,12,-8.95,51.9,7,0
10159,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,8,4,31,0,0,1,1.0,1.228986025,3,2,13,7,12,-8.95,51.9,7,1
